City,valid_Date,Moonrise_Timestamp,Relative_Humidity,Average_Preasure,Sunset_Timestamp,Average_Ozone,Moon_Phase,Wind_Direction,Wind_Speed,Verbal_Wind_Direction,Wind_Gust_Speed,Snow_Depth,Clouds,Sunrise_Timestamp,Temperature,Maximum_Temperature,Minimum_Temperature,Minimum_Feels_Like_Temperature,Maximum_Feels_Like_Temperature,Probablity_of_Precipitation,Sea_Level_Preasure,Visiblity,Dew_Point,Accumalated_Snowfall,UX_Index,Wind_Direction,Solar_radiation,Cloud_High_Level,Equivalent_Precipitation,Weather_icon_Code,Weather_Code,Mooneset_Timestamp,Mid_cloud_coverage,Low_cloud_coverage,Weather_Description
Lisburn,25-03-2019,1553474311,77,1026.77,1553539505,321.802,0.576563,WNW,2.38604,west-northwest,8.26778,0,65,1553494057,7.3,10.1,3.8,-0.1,10.1,15,1035.5,0,3.4,0,3.401,284,None,26,0.195312,c03d,803,1553506618,12,57,Broken clouds
Lisburn,26-03-2019,1553564828,76,1026.27,1553626022,323.657,0.475601,W,3.31238,west,11.2422,0,83,1553580304,8.3,11.4,4.7,0.9,11.4,0,1035.06,0,4.2,0,1.88082,262,None,8,0,c04d,804,1553595730,0,81,Overcast clouds
Lisburn,27-03-2019,1553654795,79,1026.39,1553712539,349.547,0.377379,W,3.83621,west,9.97652,0,98,1553666551,9.2,11.5,7.3,7.3,11.5,15,1035.15,0,5.7,0,1.84813,260,None,60,0.015625,c04d,804,1553685329,41,86,Overcast clouds
Lisburn,28-03-2019,1553744144,84,1023.44,1553799056,338.602,0.284901,S,3.02761,south,8.31691,0,68,1553752798,8.5,14.3,4.2,0.3,13.9,0,1033.75,24.1,5.8,0,1.87759,176,None,68,0,c03d,803,1553775332,0,0,Broken clouds
Lisburn,29-03-2019,1553832902,85,1016.7,1553885573,325.719,0.200964,S,4.31052,south,12.5012,0,55,1553839045,9.3,14.3,5.3,1.7,14.2,0,1027.08,24.0375,6.8,0,2.30391,184,None,55,0,c03d,803,1553869213,0,0,Broken clouds
Lisburn,30-03-2019,1553924766,83,1006.29,1553975690,324.682,0.128334,S,5.36664,south,13.1151,0,12,1553928893,9.8,14.5,6.5,3.3,14.3,0,1016.62,24.1,6.9,0,4.77208,175,None,12,0,c02d,801,1553959655,0,0,Few clouds
Lisburn,31-03-2019,1554009058,79,1003.09,1554058607,372.983,0.06979,WSW,4.74565,west-southwest,13.1083,0,74,1554011540,8,10.5,4,0,10.2,30,1013.66,23.0752,4.4,0,2.77251,243,None,56,2.0625,c04d,804,1554046581,31,46,Overcast clouds
Lisburn,01-04-2019,1554096689,78,1010.98,1554145124,401.255,0.0280276,WSW,4.30365,west-southwest,10.1266,0,3,1554097788,4.2,10.2,1,-3.6,9.6,0,1021.56,24.1,0.6,0,4.6409,242,None,3,0,c02d,801,1554137154,0,1,Few clouds
Lisburn,02-04-2019,1554184152,83,1012.78,1554231641,381.683,0.00543239,SW,5.32596,southwest,11.356,0,66,1554184037,8.7,10.2,6.7,4,10.3,15,1023.23,24.1,6,0,2.50967,222,None,26,0.3125,c03d,803,1554227776,18,53,Broken clouds
Lisburn,03-04-2019,1554271521,81,1002.28,1554318158,377.664,0.00543239,S,5.62735,south,10.2594,0,96,1554270285,8.9,10.3,5.1,7.9,9.8,20,1012.43,17.75,5.6,0,1.76307,188,None,86,1.0625,c04d,804,1554314176,70,54,Overcast clouds
Lisburn,04-04-2019,1554358857,73,989.631,1554404676,392.315,0.00382101,NW,6.30974,northwest,11.1235,0,76,1554356534,6.6,7.5,2.2,2.2,7.5,50,1000.04,8.5,1.6,0,3.16029,316,None,63,5.4375,r04d,520,1554404862,58,46,Light shower rain
Lisburn,05-04-2019,1554446223,76,999.427,1554491193,486.149,0.0242275,SW,4.22658,southwest,6.91292,24,31,1554442783,3.2,7.5,-1.2,-5.2,3.4,60,1009.88,23.0001,-0.8,24,4.88039,234,None,0,2,s01d,600,1554495634,30,17,Light snow
Lisburn,06-04-2019,1554533686,72,997.461,1554577710,417.743,0.0667732,SSE,6.81176,south-southeast,14.3085,17.4,32,1554529032,4.3,8.2,1.4,-3.2,4.1,10,1007.86,24.1001,-0.4,0,3.8025,161,None,12,0.4375,c02d,802,1554586495,13,9,Scattered clouds
Lisburn,07-04-2019,1554621330,80,995.99,1554664227,431.895,0.130585,E,10.1034,east,16.9479,0.9,100,1554615282,6.2,6.5,4.7,2.5,3.2,65,1005.86,3.05008,3.1,0,1.56852,96,None,76,9.1875,r04d,520,1554677407,92,78,Light shower rain
Newry,23-03-2019,1553374145,68,1020.35,1553366954,385.445,0.856943,WSW,2.25198,west-southwest,6.46799,0,72,1553322315,5.9,9.2,2,-2.5,9.2,0,1033.29,0,0.4,0,2.46639,256,None,61,0,c04d,804,1553328872,51,29,Overcast clouds
Newry,24-03-2019,1553465575,77,1019.2,1553453471,374.816,0.771491,W,5.18209,west,16.379,0,37,1553408562,6.1,10.2,2.3,-2.1,10.2,15,1032.09,0,2.4,0,3.71493,266,None,3,0.117188,c02d,802,1553416785,6,33,Scattered clouds
Newry,25-03-2019,1553556805,78,1022.93,1553539989,321.26,0.676118,WNW,2.62681,west-northwest,8.62867,0,71,1553494809,7.4,10.1,4.2,0.3,10.1,15,1035.77,0,3.8,0,2.29729,292,None,13,0.117188,c04d,804,1553505004,11,63,Overcast clouds
Newry,26-03-2019,1553561342,78,1022.59,1553626506,321.653,0.57586,WSW,3.05676,west-southwest,9.85747,0,52,1553581056,7.5,11.1,3.3,-0.8,11.1,0,1035.48,0,4,0,2.12594,243,None,5,0,c03d,803,1553593635,0,48,Broken clouds
Newry,27-03-2019,1553651855,79,1022.81,1553713023,347.185,0.474906,WSW,3.31678,west-southwest,7.87619,0,79,1553667303,8.7,11.6,6.4,3,11.6,0,1035.64,0,5.2,0,2.03869,252,None,23,0,c04d,804,1553682751,4,69,Overcast clouds
Newry,28-03-2019,1553741817,84,1016.89,1553799540,337.952,0.376714,SSE,3.16063,south-southeast,8.3157,0,65,1553753550,8.4,13.9,4,0,13.7,0,1033.75,24.1,5.8,0,2.3836,168,None,65,0,c03d,803,1553772352,0,0,Broken clouds
Newry,29-03-2019,1553831162,86,1010.25,1553886057,326.507,0.284286,S,4.29167,south,12.4012,0,57,1553839797,9,14.3,5,1.3,14.3,0,1027.11,24.0375,6.8,0,2.49314,179,None,57,0,c03d,803,1553862358,0,0,Broken clouds
Newry,30-03-2019,1553919917,83,999.801,1553972574,326.482,0.200418,S,5.32841,south,13.0149,0,16,1553926044,9.5,14.5,6,2.6,14.2,0,1016.52,24.1,6.7,0,4.82181,171,None,16,0,c02d,801,1553956241,0,1,Few clouds
Newry,31-03-2019,1554008178,81,996.957,1554059091,373.458,0.127875,WSW,4.58826,west-southwest,12.3083,0,73,1554012292,7.5,10.1,3,-1.1,9.8,35,1013.95,21.6502,4.3,0,2.7718,243,None,53,2.5,c04d,804,1554043084,31,41,Overcast clouds
Newry,01-04-2019,1554096067,82,1004.94,1554145608,400.635,0.0694391,WSW,3.80736,west-southwest,9.42662,0,3,1554098539,3.4,10.2,-0.1,-5.1,9.3,0,1022.01,24.1,0.3,0,4.7974,241,None,2,0,c02d,801,1554133609,0,1,Few clouds
Newry,02-04-2019,1554183697,83,1009.55,1554232125,380.583,0.0278021,SW,4.99699,southwest,11.256,0,74,1554184787,8.7,10.2,6.5,3.8,10.3,10,1023.57,24.1,5.9,0,1.92926,223,None,33,0.4375,c04d,804,1554224184,20,63,Overcast clouds
Newry,03-04-2019,1554271159,81,998.799,1554318642,378.614,0.0278021,S,5.08247,south,10.1594,0,99,1554271035,8.7,10.4,4.3,7.3,10.1,20,1012.5,16.55,5.3,0,1.61092,189,None,96,1.3125,c04d,804,1554310584,76,54,Overcast clouds
Newry,04-04-2019,1554358527,72,986.483,1554405159,398.065,0.00534716,NW,5.86987,northwest,11.4235,0,74,1554357284,6.3,7.4,1.3,1.5,7.6,55,1000.57,9,1.1,0,3.32853,315,None,59,5.5625,r04d,520,1554401205,58,52,Light shower rain
Newry,05-04-2019,1554445864,79,996.079,1554491676,485.899,0.00388611,SW,3.7588,southwest,6.41292,31.5,36,1554443533,2.7,7.2,-1.9,-6.2,3.1,65,1010.13,22.7001,-0.8,31.5,4.93795,236,None,0,2.6875,s01d,600,1554491892,35,16,Light snow
Newry,06-04-2019,1554533230,76,993.377,1554578193,417.443,0.024447,SSE,6.55621,south-southeast,15.0085,27.1,40,1554529782,3.7,7.6,0.7,-4,3.4,15,1007.37,20.7001,-0.2,0,3.49317,159,None,16,0.9375,c02d,802,1554582665,14,12,Scattered clouds
Newry,07-04-2019,1554620694,87,991.162,1554664710,437.045,0.0671446,E,9.77813,east,17.3479,1.9,100,1554616031,5.3,5.4,4.7,1.7,1.8,80,1004.54,1.90008,3.3,0,1.58458,95,None,82,18.6875,r02d,501,1554673526,98,90,Moderate rain
Naas,23-03-2019,1553373963,72,1022.3,1553366899,377.895,0.856572,WSW,1.45509,west-southwest,4.21731,0,91,1553322364,6,9,2.5,-1.8,9,0,1034.28,0,1.1,0,1.79099,256,None,87,0,c04d,804,1553329287,79,27,Overcast clouds
Naas,24-03-2019,1553465215,79,1022.12,1553453404,366.558,0.770899,WSW,4.32528,west-southwest,13.0021,0,49,1553408623,5.8,10,1.6,-2.9,10,15,1034.04,0,2.3,0,3.26939,256,None,12,0.119141,c03d,803,1553417356,0,40,Broken clouds
Naas,25-03-2019,1553556275,83,1024.64,1553539909,323.473,0.675327,W,1.97149,west,5.24586,0,69,1553494882,7.4,10.2,4.2,0.4,10.2,15,1036.57,0,4.6,0,2.52778,268,None,7,0.367188,c03d,803,1553505714,0,67,Broken clouds
Naas,26-03-2019,1553560659,81,1024.62,1553626415,316.957,0.574936,SW,3.31355,southwest,8.73735,0,63,1553581140,8,11.6,5,1.3,11.6,0,1036.51,0,4.8,0,2.8642,235,None,2,0,c03d,803,1553594446,0,62,Broken clouds
Naas,27-03-2019,1553651058,85,1025.07,1553712920,338.972,0.473948,WSW,2.82891,west-southwest,6.07931,0,85,1553667399,7.7,10.3,5.4,1.8,10.3,0,1036.95,0,5.2,0,1.92979,252,None,5,0,c04d,804,1553683606,0,84,Overcast clouds
Naas,28-03-2019,1553740965,77,1020.08,1553799425,338.702,0.375827,SSE,3.22763,south-southeast,8.0157,0,32,1553753658,9.2,15.5,4.7,0.9,15.2,0,1033.95,24.1,5.2,0,3.82073,162,None,32,0,c02d,802,1553773184,0,0,Scattered clouds
Naas,29-03-2019,1553830322,84,1013.65,1553885930,331.794,0.283549,S,4.85083,south,13.9012,0,20,1553839917,9.7,15.4,5.2,1.6,15,0,1027.48,24.1,7,0,4.48706,176,None,20,0,c02d,801,1553863107,0,0,Few clouds
Naas,30-03-2019,1553919148,79,1003.18,1553972435,334.919,0.19987,S,6.21234,south,14.6151,0,20,1553926176,10.4,15.2,7.2,4,14.8,15,1016.78,23.6125,6.8,0,4.94774,179,None,13,0.125,c02d,802,1553956870,0,7,Scattered clouds
Naas,31-03-2019,1554007520,79,1001.65,1554058940,374.47,0.127519,WSW,4.68433,west-southwest,13.9132,0,63,1554012436,7.8,10.5,3.2,-0.9,10.3,30,1015.1,21.1377,4.1,0,3.13374,252,None,54,1.9375,c03d,803,1554043573,9,25,Broken clouds
Naas,01-04-2019,1554095539,81,1009.96,1554145445,404.315,0.0692483,SW,3.49247,southwest,6.90649,0,1,1554098695,3.4,10.3,-0.2,-5.1,9.6,15,1023.61,24.1,0.2,0,4.94993,236,None,1,0.0625,c02d,801,1554133952,0,0,Few clouds
Naas,02-04-2019,1554183307,81,1007.55,1554231950,375.733,0.0277328,SW,4.4089,southwest,10.456,0,57,1554184955,8.6,11.6,4.6,2.2,11.6,15,1025.06,24.1,5.4,0,2.34325,220,None,26,0.375,c03d,803,1554224377,0,44,Broken clouds
Naas,03-04-2019,1554270909,81,996.087,1554318455,382.464,0.0277328,S,4.73916,south,9.45939,0,94,1554271215,8,10.8,2.6,1.4,10.8,15,1013.3,15.45,4.7,0,1.97515,187,None,94,0.8125,c04d,804,1554310777,38,24,Overcast clouds
Naas,04-04-2019,1554358416,72,984.603,1554404960,412.965,0.00534121,NW,5.62293,northwest,10.1235,0,72,1554357476,6,7.4,0.6,0.9,7.3,50,1001.97,9.2,0.8,0,3.55913,306,None,50,4.6875,c04d,804,1554401250,62,54,Overcast clouds
Naas,05-04-2019,1554445893,79,993.839,1554491465,485.349,0.00387491,WSW,3.0225,west-southwest,4.61292,29.3,42,1554443737,2.6,6.9,-2.4,-6.6,3.1,65,1011.13,17.5501,-1.1,29.25,5.02621,237,None,0,2.8125,s01d,600,1554491785,42,0,Light snow
Naas,06-04-2019,1554533402,85,988.521,1554577970,416.643,0.0243552,SSE,6.74602,south-southeast,17.7085,53.3,54,1554529998,2.9,6.1,-0.1,-5.2,2.6,60,1005.92,13.2001,0.6,24,3.63842,155,None,25,2.9375,s01d,600,1554582401,38,10,Light snow
Naas,07-04-2019,1554621013,91,982.746,1554664475,458.745,0.0668956,E,9.47043,east,18.0479,0,100,1554616259,6,6.3,5.7,2.2,2.9,80,999.677,3.00008,4.7,0,1.62807,100,None,97,20.1875,r02d,501,1554673103,100,97,Moderate rain
Armagh,22-03-2019,1553305154,75,954.268,1553297713,434.544,0.838861,WNW,7.04329,west-northwest,14,0.2,80,1553253520,-3.5,-2.4,-3.8,-9.7,-8.9,0,1014.74,24.1,-7.4,0,0.517784,287,None,0,0,c04d,804,1553262240,0,80,Overcast clouds
Armagh,23-03-2019,1553395738,65,961.391,1553384174,389.186,0.749982,W,5.69708,west,13.2,6.2,47,1553339822,-1.2,3.7,-5.1,-11.3,-0.3,25,1021.85,19.3833,-7.7,6,6.58547,278,None,0,0.5625,s01d,600,1553350886,0,47,Light snow
Armagh,24-03-2019,1553486174,47,963.008,1553470635,329.038,0.652437,SW,2.36521,southwest,10.9,6.2,61,1553426125,4.9,9.6,-0.1,-5,8.9,0,1022.12,24.1,-5.6,0,3.71036,225,None,42,0,c03d,803,1553439739,43,39,Broken clouds
Armagh,25-03-2019,1553490013,89,955.908,1553557096,335.141,0.551264,E,2.31709,east,11.5078,6.2,85,1553512428,1.4,4.1,-6.2,-12.6,0,70,1017.81,10.6292,-0.3,0,2.14928,99,None,82,11.1875,r01d,500,1553528832,62,69,Light rain
Armagh,26-03-2019,1553579992,64,966.305,1553643558,352.215,0.450579,WSW,2.13959,west-southwest,5.92988,6.2,0,1553598730,-3,3.7,-8.1,-15.1,-0.4,0,1029.83,24.1,-9.7,0,6.96758,239,None,0,0,c01d,800,1553618164,0,0,Clear Sky
Armagh,27-03-2019,1553669656,60,971.311,1553730019,355.001,0.353708,ESE,2.44383,east-southeast,12.8137,6.2,0,1553685033,-2.5,7,-6.3,-12.5,3.8,0,1035.04,24.1,-9.6,0,6.89421,116,None,0,0,c01d,800,1553707703,0,0,Clear Sky
Armagh,28-03-2019,1553758972,64,968.726,1553816480,347.327,0.353708,S,2.70983,south,7.47164,6.2,50,1553771336,5.6,14.5,-2.7,-8.2,14.2,0,1030.65,24.1,-1.1,0,4.43192,175,None,49,0,c03d,803,1553794103,16,0,Broken clouds
Armagh,29-03-2019,1553847944,82,963.726,1553902941,314.788,0.263473,SSW,2.71811,south-southwest,13.9151,0,100,1553857639,8.9,12.9,5.2,1.6,11.3,30,1024.38,17.1875,6.1,0,2.21039,192,None,94,2.25,c04d,804,1553883797,77,59,Overcast clouds
Armagh,30-03-2019,1553936606,94,959.557,1553989402,310.801,0.182499,SW,3.21977,southwest,14.5151,0,100,1553943943,11.5,13,9.4,9.4,12.8,40,1019.21,19.2125,10.6,0,2.23279,220,None,98,3.1875,c04d,804,1553973587,26,86,Overcast clouds
Armagh,31-03-2019,1554025013,94,958.548,1554075862,321.13,0.113411,ESE,2.36279,east-southeast,8.53946,0,100,1554030246,10.2,13.6,7.3,8,13.6,75,1019.4,12.0127,9.3,0,2.24554,123,None,94,16,r02d,501,1554063429,66,77,Moderate rain
Armagh,01-04-2019,1554113227,97,955.563,1554162323,324.825,0.0588674,SSW,1.86651,south-southwest,6.75602,0,100,1554116550,9.7,11.6,6.5,3.6,11.5,75,1015.89,11.15,9.2,0,0.673635,209,None,58,16.25,r02d,501,1554153300,74,99,Moderate rain
Armagh,02-04-2019,1554201310,93,949.06,1554248784,319.787,0.0214291,ESE,3.9392,east-southeast,13.4594,0,100,1554202854,10.6,14.2,7,3.8,14.2,75,1007.49,8.05,9.5,0,0.679941,121,None,100,14.8125,r01d,500,1554243195,82,81,Light rain
Armagh,03-04-2019,1554289323,85,954.133,1554335245,348.712,0.00331349,WNW,5.28209,west-northwest,12.926,0,88,1554289158,6,6.8,5.2,1.6,3.7,65,1013.89,17.1,3.6,0,0.886574,283,None,22,9.5625,r04d,520,1554333127,24,77,Light shower rain
Armagh,04-04-2019,1554377328,76,961.774,1554421706,320.407,0.00613952,E,2.01506,east,7.61263,0,73,1554375463,4.6,8.7,1.5,-3.8,8.4,0,1022.17,24.1001,0.8,0,1.35001,100,None,64,0,c04d,804,1554423116,21,0,Overcast clouds
Armagh,05-04-2019,1554465386,94,954.27,1554508167,321.032,0.0307348,S,2.01258,south,8.11292,0,92,1554461768,9.4,12.3,6.9,3.5,12.1,50,1013.33,21.0501,8.4,0,0.683235,191,None,50,5.3125,r04d,520,1554513183,49,64,Light shower rain
Armagh,06-04-2019,1554553565,93,955.031,1554594628,333.978,0.0770322,NNW,1.55693,north-northwest,5.34791,0,83,1554548074,8.9,10.3,7.5,7.5,10.3,75,1014.65,4.8,7.8,0,0.998789,337,None,36,13.5625,r01d,500,1554603334,33,77,Light rain
Letterkenny,23-03-2019,1553374145,69,1021.63,1553366954,399.495,0.856943,WSW,3.85546,west-southwest,9.87274,0,80,1553322315,5.8,8.7,3.4,-0.7,8.7,0,1032.66,0,0.7,0,2.44799,253,None,61,0,c04d,804,1553328872,43,24,Overcast clouds
Letterkenny,24-03-2019,1553465575,76,1020.28,1553453471,374.103,0.771491,W,6.60831,west,18.753,0,63,1553408562,6.8,9.7,4.1,0.2,9.7,15,1031.15,0,3.1,0,2.42775,270,None,3,0.171875,c03d,803,1553416785,16,56,Broken clouds
Letterkenny,25-03-2019,1553556805,78,1024.7,1553539989,318.206,0.676118,W,2.19938,west,7.62584,0,83,1553494809,7.5,10.2,5.2,1.6,10.2,15,1035.67,0,4.2,0,2.07291,265,None,25,0.289062,c04d,804,1553505004,1,75,Overcast clouds
Letterkenny,26-03-2019,1553561342,76,1023.52,1553626506,326.794,0.57586,SW,4.08131,southwest,13.4131,0,70,1553581056,8,11,4.9,1.2,11,15,1034.44,0,4.5,0,4.46156,227,None,17,0.0234375,c03d,803,1553593635,0,67,Broken clouds
Letterkenny,27-03-2019,1553651855,80,1023.66,1553713023,349.297,0.474906,WSW,4.39948,west-southwest,11.9345,0,94,1553667303,9.1,11,7.7,7.7,11,0,1034.52,0,6.1,0,2.21993,237,None,34,0,c04d,804,1553682751,37,77,Overcast clouds
Letterkenny,28-03-2019,1553741817,78,1016.72,1553799540,338.827,0.376714,S,2.7681,south,8.4157,0,50,1553753550,9.4,16.3,3.4,-0.5,16.2,0,1032.3,24.1,5.3,0,2.46372,172,None,50,0,c03d,803,1553772352,0,0,Broken clouds
Letterkenny,29-03-2019,1553831162,80,1009.17,1553886057,321.469,0.284286,S,3.82834,south,13.3012,0,50,1553839797,10,16.1,4.6,0.9,16.1,0,1024.91,24.0125,6.5,0,2.06461,178,None,47,0,c03d,803,1553862358,0,8,Broken clouds
Letterkenny,30-03-2019,1553919917,82,998.325,1553972574,321.582,0.200418,S,4.15082,south,13.9151,0,44,1553926044,10.1,15.9,5.3,1.8,15,15,1013.94,22.85,7,0,4.74586,169,None,18,0.75,c03d,803,1553956241,12,28,Broken clouds
Letterkenny,31-03-2019,1554008178,76,997.131,1554059091,379.045,0.127875,SW,4.80048,southwest,11.6132,0,57,1554012292,6.8,9.5,3.7,-0.3,9.5,45,1012.67,20.2752,2.6,0,3.42296,236,None,24,4.3125,c03d,803,1554043084,24,37,Broken clouds
Letterkenny,01-04-2019,1554096067,75,1004.64,1554145608,404.195,0.0694391,WSW,4.19289,west-southwest,10.4266,0,29,1554098539,5.3,10.3,2.9,-1.3,9.6,10,1020.28,21.08,1,0,2.90002,241,None,3,0.5625,c02d,802,1554133609,2,26,Scattered clouds
Letterkenny,02-04-2019,1554183697,77,1004.36,1554232125,384.883,0.0278021,SW,5.54297,southwest,10.956,0,91,1554184787,9,11.2,6.6,3.9,10.8,25,1021.43,20.95,4.9,0,1.55783,229,None,68,1.625,c04d,804,1554224184,46,64,Overcast clouds
Letterkenny,03-04-2019,1554271159,86,992.923,1554318642,379.964,0.0278021,S,5.2026,south,12.3594,0,99,1554271035,7.7,8.1,7,7.5,8,40,1009.92,14.45,5.6,0,1.58353,188,None,85,3,c04d,804,1554310584,88,70,Overcast clouds
Letterkenny,04-04-2019,1554358527,71,985.143,1554405159,413.465,0.00534716,NW,5.10146,northwest,10.1235,0,78,1554357284,4.7,6.7,1.8,-0.9,2.9,65,1001.88,5.05,-0.5,0,2.97625,315,None,38,9.75,r04d,520,1554401205,54,66,Light shower rain
Letterkenny,05-04-2019,1554445864,71,991.347,1554491676,476.299,0.00388611,SW,4.39477,southwest,8.31292,12,34,1554443533,3.6,7.1,-0.1,-4.6,3.8,45,1008.65,8.10009,-1.6,12,4.02013,221,None,0,1.5,s04d,610,1554491892,34,0,Mix snow/rain
Letterkenny,06-04-2019,1554533230,81,988.285,1554578193,420.343,0.024447,SE,5.72871,southeast,15.6085,12,50,1554529782,3.1,6.8,-1.1,-5.5,3.3,30,1005.34,18.5001,-0.2,0,3.73646,141,None,24,2.3125,c03d,803,1554582665,34,6,Broken clouds
Letterkenny,07-04-2019,1554620694,69,989.406,1554664710,438.495,0.0671446,E,8.3286,east,16.4479,2.7,99,1554616031,6.7,8.4,3.9,1.5,8.4,40,1006.41,4.85008,1.3,0,1.62722,91,None,92,3.3125,c04d,804,1554673526,92,60,Overcast clouds
Midleton,23-03-2019,1553373963,72,1024.04,1553366899,368.858,0.856572,SE,1.75323,southeast,5.30088,0,100,1553322364,6.6,9.1,4,0.1,9.1,15,1034.29,0,1.8,0,1.8859,133,None,97,0.0117188,c04d,804,1553329287,94,14,Overcast clouds
Midleton,24-03-2019,1553465215,75,1025.33,1553453404,362.812,0.770899,NW,3.08658,northwest,11.0462,0,18,1553408623,6.1,11.1,1.6,-2.9,11.1,0,1035.59,0,1.7,0,4.25294,323,None,11,0,c02d,801,1553417356,0,8,Few clouds
Midleton,25-03-2019,1553556275,81,1027.01,1553539909,328.381,0.675327,SW,1.60256,southwest,5.18541,0,48,1553494882,7.4,11.6,3.8,-0.2,11.6,0,1037.23,0,4.1,0,4.05263,236,None,18,0,c03d,803,1553505714,3,30,Broken clouds
Midleton,26-03-2019,1553560659,83,1027,1553626415,314.469,0.574936,WSW,1.96005,west-southwest,7.89458,0,43,1553581140,7.8,11.5,3.9,0,11.5,0,1037.26,0,5.1,0,2.47766,247,None,0,0,c03d,803,1553594446,0,43,Broken clouds
Midleton,27-03-2019,1553651058,86,1026.92,1553712920,330.279,0.473948,WNW,1.23348,west-northwest,3.90744,0,20,1553667399,8.3,13.1,3.2,-0.9,13.1,0,1037.18,0,6,0,4.74123,284,None,0,0,c02d,802,1553683606,0,20,Scattered clouds
Midleton,28-03-2019,1553740965,86,1023.02,1553799425,335.84,0.375827,ESE,3.93875,east-southeast,8.31691,0,34,1553753658,8.6,12.7,4.8,1.1,12.5,0,1033.02,24.1,6.4,0,3.67297,122,None,34,0,c02d,802,1553773184,0,0,Scattered clouds
Midleton,29-03-2019,1553830322,90,1016.89,1553885930,337.232,0.283549,SSE,4.27069,south-southeast,9.8,0,30,1553839917,9.3,13.6,6.4,3.3,13.4,0,1026.64,21.9,7.7,0,3.64894,153,None,18,0,c02d,802,1553863107,0,12,Scattered clouds
Midleton,30-03-2019,1553919148,94,1006.67,1553972435,342.894,0.19987,S,4.67382,south,10.4151,0,70,1553926176,9.5,12.7,7.7,7.8,12.1,25,1016.2,23.4,8.5,0,2.24189,170,None,8,1.5,c03d,803,1553956870,0,70,Broken clouds
Midleton,31-03-2019,1554007520,80,1006.68,1554058940,379.62,0.127519,WNW,3.51206,west-northwest,9.70827,0,78,1554012436,7.2,10.6,2.5,-1.5,10.4,25,1016.9,23.6752,3.8,0,2.26935,287,None,60,1.5,c04d,804,1554043573,24,53,Overcast clouds
Midleton,01-04-2019,1554095539,80,1014.96,1554145445,408.735,0.0692483,W,2.55396,west,4.70649,0,4,1554098695,3.9,10.1,0.3,-4.6,9.9,15,1025.27,24.1,0.5,0,4.90548,271,None,0,0.0625,c02d,801,1554133952,0,4,Few clouds
Midleton,02-04-2019,1554183307,83,1017,1554231950,373.833,0.0277328,SW,3.84195,southwest,5.81218,0,28,1554184955,7.7,11.6,4.2,0.4,11.2,15,1026.18,24.05,5,0,4.45659,217,None,10,0.125,c02d,802,1554224377,0,20,Scattered clouds
Midleton,03-04-2019,1554270909,84,1004.66,1554318455,381.264,0.0277328,S,4.78947,south,8.626,0,78,1554271215,7.3,9.9,3.9,1,9.7,15,1013.42,23.85,4.7,0,2.57461,191,None,76,0.0625,c04d,804,1554310777,29,4,Overcast clouds
Midleton,04-04-2019,1554358416,75,995.482,1554404960,423.415,0.00534121,WNW,5.91847,west-northwest,13.2235,0,68,1554357476,5.3,7,0.7,-0.1,3.7,35,1004.47,12.8,1.1,0,3.77039,303,None,32,2.8125,c03d,803,1554401250,50,37,Broken clouds
Midleton,05-04-2019,1554445893,77,1003.07,1554491465,472.349,0.00387491,WSW,2.27854,west-southwest,3.41292,39.8,58,1554443737,3.3,7.5,-0.6,-5.2,3.5,70,1012.14,5.60009,-0.6,39.75,4.12345,252,None,0,3.9375,s01d,600,1554491785,58,0,Light snow
Midleton,06-04-2019,1554533402,82,992.544,1554577970,417.893,0.0243552,SSE,9.31005,south-southeast,22.8085,19.4,52,1554529998,4.3,6.2,2.6,-1.8,2.8,70,1001.37,12.7501,1.5,0,2.95018,155,None,38,10.625,r01d,500,1554582401,36,30,Light rain
Midleton,07-04-2019,1554621013,88,984.073,1554664475,482.595,0.0668956,E,9.8434,east,16.2,0,80,1554616259,7.7,8.8,6.7,3.5,8.8,75,992.31,4.20008,5.9,0,2.4121,101,None,47,15.6875,r02d,501,1554673103,64,50,Moderate rain
Mullingar,23-03-2019,1553373963,72,1018.73,1553366899,381.897,0.856572,W,2.24608,west,6.38051,0,80,1553322364,5.9,8.8,2.7,-1.6,8.8,0,1033.99,0,0.9,0,2.02489,263,None,69,0,c04d,804,1553329287,58,17,Overcast clouds
Mullingar,24-03-2019,1553465215,79,1018.54,1553453404,365.287,0.770899,W,5.18816,west,14.5695,0,49,1553408623,6.2,9.7,2.5,-1.9,9.7,15,1033.77,0,2.6,0,2.79601,272,None,16,0.0449219,c03d,803,1553417356,0,44,Broken clouds
Mullingar,25-03-2019,1553556275,83,1021.25,1553539909,321.602,0.675327,W,2.49009,west,8.22242,0,63,1553494882,7.5,10.2,4.8,1.1,10.2,15,1036.47,0,4.7,0,2.73269,277,None,5,0.00390625,c03d,803,1553505714,3,59,Broken clouds
Mullingar,26-03-2019,1553560659,80,1021.12,1553626415,317.553,0.574936,WSW,3.85946,west-southwest,9.94536,0,67,1553581140,7.8,10.5,5.1,1.5,10.5,0,1036.29,0,4.4,0,2.16331,246,None,1,0,c03d,803,1553594446,0,66,Broken clouds
Mullingar,27-03-2019,1553651058,85,1021.39,1553712920,340.054,0.473948,WSW,3.98905,west-southwest,7.77658,0,85,1553667399,8.1,10.2,6.3,3,10.2,0,1036.56,0,5.5,0,1.91148,254,None,10,0,c04d,804,1553683606,10,83,Overcast clouds
